pmid	disorder	structure
20301732	intellectual disability	corpus callosum
20302818	schizophrenia	striatum
20302818	schizophrenia	striatum
20302824	schizophrenia	dorsolateral
20307491	cocaine withdrawal	nucleus accumbens
20331573	depressive disorders	mouth
20335007	schizophrenia	core
20336626	schizophrenia	striatum
20338222	schizophrenia	ventral
20339211	dementia	core
20350936	schizophrenia	dorsolateral
20350936	schizophrenia	dorsolateral
20350936	schizophrenia	dorsolateral
20352043	hypochondriasis	core
20357515	dementia	core
20358482	narcolepsy	midbrain
20358482	narcolepsy	substantia nigra
20359434	mood disorders	core
20360156	schizophrenia	internal capsule
20360371	schizophrenia	medial
20360596	dementia	core
20361984	schizophrenia	striatum
20369460	schizophrenia	claustrum
20370804	schizophrenia	midbrain
20370811	autism spectrum disorder	optic nerve
20371229	schizophrenia	hippocampal formation
20373351	narcolepsy	medial
20374206	mood disorders	intermediate
20374447	mood disorders	core
20374545	schizophrenia	intermediate
20381015	obsessive-compulsive disorder	intermediate
20384435	dementia	core
20385374	schizophrenia	layer 3
20385374	schizophrenia	layers 3
20385374	schizophrenia	layer 3
20385910	dementia	core
20387698	depressive disorders	ventral
20388347	dementia	retina
20388425	pica	cranial nerves
20388425	pica	cranial nerves
20389073	dementia	core
20393677	depressive disorders	core
20396433	attention deficit hyperactivity disorder	core
20398116	restless legs syndrome	nose
20399665	pica	medulla
20400372	schizophrenia	medial
20403960	narcolepsy	hypothalamus
20406692	schizophrenia	globus pallidus
20406692	schizophrenia	pons
20416116	mood disorders	nose
20418074	schizophrenia	cerebrum
20421980	schizophrenia	hippocampal formation
20426112	schizophrenia	medial
20426142	schizophrenia	cerebral cortex
20426294	dementia	mouth
20431893	depressive disorders	core
20435446	schizophrenia	core
20436915	schizophrenia	core
20443173	obsessive-compulsive disorder	thalamus
20446128	schizophrenia	core
20447010	schizophrenia	trunk
20451585	mood disorders	dorsolateral
20451927	restless legs syndrome	core
20453041	schizophrenia	striatum
20456657	schizophrenia	nose
20457217	schizophrenia	core
20457675	schizophrenia	ca2
20464463	dementia	striatum
20464657	schizophrenia	striatum
20465799	dementia	core
20467230	dementia	central part
20468059	schizophrenia	core
20469568	dementia	core
2047784	schizophrenia	medial
2047784	schizophrenia	medial
20478102	dementia	core
20479759	schizophrenia	nucleus accumbens
20488559	anorexia nervosa	core
20488714	pica	core
20489516	pica	glossopharyngeal nerve
20493535	prolonged grief disorder	core
20493663	schizophrenia	core
20496284	dementia	core
20497240	dementia	core
20497871	schizophrenia	core
20497901	schizophrenia	thalamus
20498107	dementia	core
