pmid	disorder	verb
16132031	dementia	indicate
16132062	schizophrenia	develop
16133741	schizophrenia	corrected
16134104	anorexia nervosa	works
16135634	schizophrenia	observed
16135634	schizophrenia	studies
16135770	narcolepsy	ground
16135862	schizophrenia	contribute
16137350	delirium	had
16139580	mood disorders	ground
16139990	schizophrenia	scale
16139997	schizophrenia	considered
16140506	schizophrenia	used
16140506	schizophrenia	measures
16142047	schizophrenia	studies
16142048	mood disorders	stress
16142051	schizophrenia	order
16143735	anorexia nervosa	studies
16154055	schizophrenia	considered
16154323	schizophrenia	related
16160817	pica	supply
16164767	attention deficit hyperactivity disorder	ground
16165302	alcohol withdrawal	report
16169608	schizophrenia	working
16170073	dementia	added
16170231	panic disorder	matter
16170743	delirium	changes
16171947	schizophrenia	compared
16171947	schizophrenia	compared
1617841	dementia	crossed
16179202	schizophrenia	rains
16179827	dementia	determined
16179827	dementia	matter
16179827	dementia	matter
16180153	schizophrenia	suggested
16183195	schizophrenia	received
16183659	schizophrenia	known
16185446	dementia	points
16188305	schizophrenia	contribute
16194252	personality disorder	view
16198199	schizophrenia	been
16199832	schizophrenia	been
16199832	schizophrenia	indicate
16199836	schizophrenia	wanted
16199836	schizophrenia	supports
1620300	dementia	values
16205055	pica	found
16207375	depressive disorders	come
1620751	schizophrenia	found
16213126	schizophrenia	seems
16217068	dementia	used
16222106	pica	identified
16222525	dementia	had
16224202	obsessive-compulsive disorder	presents
16228955	pica	plied
16239155	panic disorder	shed
16239182	dementia	related
16246844	frontotemporal dementia	following
16247238	pica	presented
16247238	pica	repeated
16247765	schizophrenia	searching
16247765	schizophrenia	cause
162495	schizoaffective disorder	point
16249822	panic disorder	indicated
16252070	schizophrenia	implicated
16252377	dementia	compared
16254063	schizophrenia	suggest
16256315	schizophrenia	value
16257395	schizophrenia	present
16257395	schizophrenia	concluded
16257881	schizophrenia	had
16262210	alcohol dependence	approach
16262211	schizophrenia	review
16262211	schizophrenia	progress
16264357	dementia	using
16269113	schizophrenia	accompanied
16270253	schizophrenia	surge
1627044	schizophrenia	indicate
16274758	dementia	found
16275212	personality disorder	use
16275808	schizophrenia	appear
16279933	narcolepsy	reduced
16282088	attention deficit hyperactivity disorder	order
16282717	obsessive-compulsive disorder	showed
16283277	schizophrenia	view
1628437	dementia	suggested
16284713	schizophrenia	state
16286388	dementia	related
16288852	schizophrenia	studies
16289526	schizophrenia	control
1628957	bulimia nervosa	contribute
16289893	schizophrenia	been
16291886	dementia	included
16293018	mood disorders	known
16296994	schizophrenia	expressed
16297566	schizophrenia	using
16297599	schizophrenia	been
16297604	schizophrenia	studies
16297604	schizophrenia	taken
16299498	schizophrenia	indicate
16311332	pica	measured
16319377	schizophrenia	finding
16319377	schizophrenia	tested
16319377	schizophrenia	finding
16319521	obsessive-compulsive disorder	report
16320822	dementia	spread
16321885	schizophrenia	been
16324800	schizophrenia	rains
1632581	schizophrenia	studies
1632582	cocaine withdrawal	thought
16327875	schizophrenia	applied
16327875	schizophrenia	showed
16330585	schizophrenia	review
16330596	schizophrenia	studied
16330596	schizophrenia	matter
16330597	schizophrenia	control
16330597	schizophrenia	course
16332669	dementia	adjusted
16332669	dementia	contrast
16333807	personality disorder	growing
16337745	schizophrenia	working
16338084	dementia	stem
16340622	alcohol dependence	scale
16341976	schizophrenia	treated
16343788	schizophrenia	working
1634723	dementia	charge
16351353	schizophrenia	ring
1635333	panic disorder	types
16355445	alcohol withdrawal	present
16359817	opioid withdrawal	studies
16359817	opioid withdrawal	present
16359817	opioid withdrawal	increased
16359817	opioid withdrawal	suggest
16361088	schizophrenia	sample
16361089	schizophrenia	sight
16364932	dementia	cross
1636541	dementia	cause
16372057	alcohol withdrawal	works
16374822	dementia	test
16375661	dementia	type
16377154	schizophrenia	studies
16380435	catatonia	produce
16380435	catatonia	decrease
16380684	schizophrenia	implicate
16380905	schizophrenia	met
16381088	schizophrenia	done
1638408	dementia	cause
16385583	dementia	matter
16386409	schizophrenia	used
16388066	schizophrenia	ground
16388066	schizophrenia	control
16389194	schizophrenia	detected
16389456	schizophrenia	orders
16395309	schizophrenia	received
16395583	pica	displays
16396229	dementia	being
16399212	dementia	address
16399683	schizophrenia	impaired
16400226	schizophrenia	try
16402129	schizophrenia	studies
16402134	schizophrenia	been
16403247	dementia	recall
16412612	schizophrenia	suggest
16415596	schizophrenia	present
16415712	obsessive-compulsive disorder	led
16416264	dementia	develop
16420107	schizophrenia	determined
16421113	dementia	decreased
16428532	delirium	going
16428811	schizophrenia	present
16429333	schizophrenia	shares
16433055	schizophrenia	faced
16439158	obsessive-compulsive disorder	order
16446739	depressive disorders	suggests
16446872	delirium	ache
16448581	dementia	binding
16457764	schizophrenia	seems
16458267	schizophrenia	signal
16458267	schizophrenia	suggest
16460385	dementia	state
16460698	schizophrenia	ground
16460915	schizophrenia	present
16460973	depressive disorders	review
16461856	schizophrenia	studies
16462470	pica	arising
16466794	schizophrenia	studies
16466814	schizophrenia	increased
16470496	personality disorder	ground
16473372	dementia	control
16476930	dementia	ground
16481083	alcohol intoxication	rent
16483362	schizophrenia	using
16483362	schizophrenia	does
16484657	obsessive-compulsive disorder	taken
16485262	schizophrenia	work
16485262	schizophrenia	using
16485562	pica	had
16490044	dementia	cut
16490417	schizophrenia	indicates
16493237	dementia	living
16493237	dementia	living
16493563	catatonia	suffered
16497519	schizophrenia	hold
16497519	schizophrenia	changes
16497597	nicotine dependence	obtained
16503328	schizophrenia	ground
16503399	schizophrenia	compared
16503399	schizophrenia	related
16503399	schizophrenia	suggest
16504127	opioid dependence	controls
16510242	attention deficit hyperactivity disorder	been
16510495	schizophrenia	selected
16510867	delirium	resolving
16513854	schizophrenia	addressed
16513868	schizophrenia	used
16513868	schizophrenia	decreased
16513868	schizophrenia	suggest
16513881	schizophrenia	used
16513881	schizophrenia	expressed
16513881	schizophrenia	matter
16514359	panic disorder	order
16517493	depressive disorders	conducted
16523490	personality disorder	order
16525922	dementia	nursing
16526044	schizophrenia	suggested
16527424	pica	observed
16531099	schizophrenia	suggest
16533498	alcohol dependence	used
16537322	dissociative identity disorder	failed
16545554	schizophrenia	control
16547347	schizophrenia	suggests
16548486	dementia	biting
16549361	schizophrenia	describes
16552012	dementia	values
16552012	dementia	identified
16553467	dementia	orders
16553467	dementia	modified
16556092	nicotine dependence	quit
16566872	obsessive-compulsive disorder	used
16566872	obsessive-compulsive disorder	found
16566872	obsessive-compulsive disorder	suggest
16567245	alcohol intoxication	controlling
16569466	dementia	measured
16569466	dementia	showed
16571373	schizophrenia	observed
16580145	schizophrenia	approach
16580643	autism spectrum disorder	ground
16581475	pica	mean
16586253	schizophrenia	working
16594940	depressive disorders	considering
16596624	alcohol dependence	present
16596624	alcohol dependence	found
16599377	nicotine dependence	need
16604350	schizophrenia	type
16606913	dementia	point
16612192	schizophrenia	copy
16614027	schizophrenia	scale
16616767	cocaine withdrawal	known
16619660	obsessive-compulsive disorder	order
1662188	schizophrenia	binds
16624323	dementia	using
16624532	schizophrenia	used
16625438	autism spectrum disorder	cross
16626847	schizophrenia	stem
16626974	schizophrenia	found
16626974	schizophrenia	including
16627289	schizophrenia	include
16631258	schizophrenia	present
16631316	delirium	stem
16632333	schizophrenia	carry
16633144	schizophrenia	come
16633452	schizophrenia	compared
16636121	dementia	determine
16640210	dementia	discussing
16644125	schizophrenia	implicated
16648775	schizophrenia	using
16649818	schizophrenia	suggest
16650349	schizophrenia	led
16650831	schizophrenia	increasing
16671093	restless legs syndrome	report
16671433	cocaine intoxication	related
16676295	dementia	type
16677958	schizophrenia	found
16682269	schizophrenia	studies
16682269	schizophrenia	signals
16682673	dementia	used
16684985	dementia	had
16685698	dementia	reduced
16687441	schizophrenia	type
16687539	dementia	showed
16688738	schizophrenia	indicate
16690254	schizophrenia	cause
16690256	schizophrenia	seen
1669029	dementia	present
16696579	schizophrenia	contrast
16696827	schizophrenia	explore
16701550	schizophrenia	stems
16702895	schizophrenia	measures
16702973	schizophrenia	including
16708184	dementia	mark
16713185	schizophrenia	measuring
16713185	schizophrenia	had
16716523	schizophrenia	been
16717174	dementia	point
16721614	schizophrenia	ring
16722842	narcolepsy	caused
16730377	schizophrenia	led
16740610	mood disorders	contrast
16749937	schizophrenia	chosen
16749937	schizophrenia	control
16749946	nicotine withdrawal	suggests
16750349	schizophrenia	studies
16750903	schizophrenia	reported
16753180	dementia	been
16755408	schizophrenia	use
16762023	schizophrenia	studies
16762023	schizophrenia	identified
16762023	schizophrenia	observed
16772745	dementia	cut
16774186	dementia	nursing
1677606	opioid dependence	conclude
16778401	alcohol withdrawal	type
16780812	schizophrenia	ground
16780888	obstructive sleep apnoea	help
16781156	pica	indicate
16783502	schizophrenia	studies
16783502	schizophrenia	values
16783554	schizophrenia	studied
16783796	dementia	using
16785775	alcohol dependence	prove
16786528	schizophrenia	increased
16788771	schizophrenia	orders
16793240	schizophrenia	imply
16799146	dementia	feeding
16801154	obsessive-compulsive disorder	described
16801952	schizophrenia	reviews
16803620	schizophrenia	need
16807338	panic disorder	develop
16807870	dementia	step
16814260	schizophrenia	binding
16814264	schizophrenia	ring
16819063	dementia	related
16819063	dementia	shortened
1682008	panic attack	been
16823388	opioid withdrawal	try
16824491	schizophrenia	studies
16826516	narcolepsy	contains
1682969	schizophrenia	obtained
16842692	dementia	suggested
16842821	schizophrenia	contrast
16843229	anorexia nervosa	types
16843229	binge eating disorder	eating
16846262	schizophrenia	build
16848888	panic disorder	hold
16855529	obsessive-compulsive disorder	been
16858745	dementia	found
16861106	schizophrenia	controls
16864825	dementia	changes
16868066	dementia	ground
16873659	pica	present
16874608	personality disorder	order
1687809	dementia	found
16879292	mood disorders	orders
16885230	schizophrenia	search
16885230	schizophrenia	suggest
16889985	agoraphobia	found
16889985	panic disorder	changes
16891386	dementia	free
16896958	schizophrenia	set
16900656	dementia	stem
16901336	schizophrenia	ground
16905257	pica	observed
16905560	schizophrenia	compared
16906778	schizophrenia	present
16910533	schizophrenia	studies
16910533	schizophrenia	ring
16910547	schizophrenia	using
16912340	dementia	conducting
16913984	dementia	found
16914245	frontotemporal dementia	suggest
16914401	dementia	values
16914401	dementia	curve
16914401	dementia	approach
16914877	dementia	discuss
16915993	nicotine dependence	found
16919409	attention deficit hyperactivity disorder	order
16921248	dementia	described
1692273	schizophrenia	test
16923049	schizophrenia	describe
16923049	schizophrenia	found
16923147	schizophrenia	working
16931146	dementia	reduced
16934009	dementia	following
16934777	schizophrenia	ground
16934777	schizophrenia	induced
16934862	schizophrenia	set
16938013	schizophrenia	studies
16938024	personality disorder	order
1694325	schizophrenia	found
1694325	schizophrenia	stem
16944104	schizophrenia	suggest
1694418	dementia	formed
1694418	dementia	compared
16944412	obsessive-compulsive disorder	plays
16945506	schizophrenia	present
16946939	schizophrenia	uses
16946939	schizophrenia	state
16949259	schizophrenia	showed
16949259	schizophrenia	using
16952445	schizophrenia	studies
16955995	schizophrenia	search
16960447	dementia	cut
16960576	schizophrenia	working
16962578	opioid dependence	taken
16963586	schizophrenia	suggest
16965182	schizophrenia	considered
16968345	alcohol dependence	point
16981155	obsessive-compulsive disorder	order
16983646	schizophrenia	determine
16996749	intellectual disability	had
16997002	schizophrenia	keeping
16998418	cocaine dependence	order
17010949	schizophrenia	identified
17012341	obsessive-compulsive disorder	ground
17012685	schizophrenia	been
17012685	schizophrenia	increasing
17012697	schizophrenia	state
17012697	schizophrenia	measured
17012935	dementia	comes
17016157	dementia	scale
17017553	restless legs syndrome	improved
17017823	dementia	excluded
17026778	dementia	determined
17027695	schizophrenia	provides
17028559	dementia	being
17028559	dementia	led
1702930	dementia	use
17029909	schizophrenia	suggest
17030651	schizophrenia	working
17034435	alcohol dependence	having
17036244	dementia	led
17036244	dementia	scale
17036260	schizophrenia	compare
17037102	depressive disorders	present
17041287	schizophrenia	showed
17041920	anorexia nervosa	describe
17046031	schizophrenia	been
17049816	schizophrenia	contrast
17050092	dementia	classified
17050516	dementia	signal
17052351	dementia	presenting
17052838	nicotine withdrawal	accompanied
17055703	schizophrenia	ask
17067344	alcohol dependence	applied
17069732	narcolepsy	last
17070846	schizophrenia	scans
17071057	schizophrenia	increased
17071920	dementia	lights
17074944	schizophrenia	use
17074944	schizophrenia	suggest
17074949	schizophrenia	working
17075355	mood disorders	had
17076912	panic disorder	hold
17076936	schizophrenia	present
17077809	schizophrenia	implicating
17079111	dementia	compared
17081668	schizophrenia	suffered
17081668	schizophrenia	suggesting
17088334	alcohol dependence	led
17088679	dementia	led
17088679	dementia	increase
17091130	nicotine dependence	relating
17092978	narcolepsy	cause
17095155	schizophrenia	found
17095199	schizophrenia	finding
17096398	obsessive-compulsive disorder	test
17097769	dementia	studied
17097796	dementia	had
17098398	schizophrenia	increased
17099555	schizophrenia	shed
17099613	attention deficit hyperactivity disorder	report
17100534	schizophrenia	suggest
17103345	nicotine dependence	test
17107235	schizophrenia	seem
17108711	cocaine dependence	showed
17109312	opioid dependence	developed
17109707	personality disorder	found
17109970	schizophrenia	promising
17110080	obsessive-compulsive disorder	rent
17117612	schizophrenia	suggested
17118097	sleep terrors	showed
17118281	panic disorder	order
17118973	schizophrenia	present
17123477	schizophrenia	changed
17125886	dementia	changes
17126369	schizophrenia	view
17130378	nicotine dependence	mean
17132158	schizophrenia	had
17132158	schizophrenia	decreases
17133515	restless legs syndrome	studies
17134017	dementia	mean
17135810	dementia	showed
17136704	dementia	mean
17136707	dementia	retched
1713799	dementia	related
17138582	schizophrenia	present
17139042	schizophrenia	suggested
17141474	schizophrenia	connects
17141478	schizophrenia	used
17142980	schizophrenia	orders
17148960	neurodevelopmental disorders	studies
17148960	neurodevelopmental disorders	work
17151161	schizophrenia	suggest
17153817	schizophrenia	scale
17153817	schizophrenia	showed
1715677	schizophrenia	been
1715677	schizophrenia	provide
1715677	schizophrenia	orders
1715677	schizophrenia	try
17161915	opioid dependence	rent
17161915	opioid dependence	extended
17162722	neurocognitive disorders	related
17163083	dementia	using
17163083	dementia	contrast
17164265	schizophrenia	using
17166669	schizophrenia	suggests
17166669	schizophrenia	stimulate
17166994	nocturnal enuresis	ring
17166994	nocturnal enuresis	owing
17167991	schizophrenia	using
17169766	anorexia nervosa	shows
1717194	dementia	determine
17174708	generalised anxiety disorder	order
17182218	schizophrenia	compared
17185511	schizophrenia	own
17187022	narcolepsy	suggest
17187494	schizophrenia	support
17187965	narcolepsy	did
17188463	schizophrenia	values
17192672	dementia	indicated
17195931	dementia	been
17201860	schizophrenia	review
17203586	dementia	type
17204398	schizophrenia	contrast
17205861	dementia	ground
17206187	dementia	considered
17207473	schizophrenia	ground
17210622	pica	includes
17210622	pica	act
17210817	dementia	added
17210817	dementia	mean
17213719	frontotemporal dementia	presents
17215046	panic disorder	ground
17219017	schizophrenia	studied
17221848	mood disorders	orders
17222539	schizophrenia	ground
17222539	schizophrenia	displayed
17225203	schizophrenia	searched
1722980	dementia	present
17230311	alcohol dependence	shown
17239247	schizophrenia	ground
17239354	schizophrenia	binding
17239354	schizophrenia	implicate
17239513	schizophrenia	including
17240165	schizophrenia	impaired
17242588	schizophrenia	became
17250627	alcohol intoxication	thought
17250627	alcohol intoxication	followed
17252580	social anxiety disorder	been
17253512	panic disorder	controlled
17259865	narcolepsy	produced
17259865	narcolepsy	show
17259867	schizophrenia	suggests
17275187	dementia	related
17275337	schizophrenia	selected
17276751	schizophrenia	ground
1728181	schizoaffective disorder	includes
17283306	neurodevelopmental disorders	observed
17284347	dementia	controls
17286345	alcohol dependence	matching
17286593	opioid withdrawal	changes
17291784	alcohol dependence	try
17295712	dementia	increased
17299017	dementia	used
17299502	schizophrenia	present
17299517	schizophrenia	been
17299517	schizophrenia	used
17299517	schizophrenia	suggest
17300584	intellectual disability	order
17303173	dementia	appear
17303593	schizophrenia	studies
17306884	schizophrenia	appears
17306884	schizophrenia	considered
17313964	panic disorder	indicates
17314085	schizophrenia	had
17315760	pica	report
17320828	cocaine withdrawal	increases
17321114	schizophrenia	used
17321114	schizophrenia	reflect
17321756	dementia	explain
17323222	schizophrenia	been
17323538	alcohol withdrawal	carried
17323663	obstructive sleep apnoea	opening
17328870	schizophrenia	submitted
17329081	schizophrenia	matter
17329472	schizophrenia	used
17329472	schizophrenia	reduced
17336037	panic disorder	modified
17336500	schizophrenia	ground
17336502	schizophrenia	compared
17336502	schizophrenia	rent
17341771	dementia	showed
17341843	schizophrenia	been
17341843	schizophrenia	repeated
17346931	schizophrenia	impaired
17346931	schizophrenia	impaired
17347257	frontotemporal dementia	sight
17348465	restless legs syndrome	ground
17349859	schizophrenia	review
17349862	schizophrenia	review
17350226	schizophrenia	show
17350413	pica	reported
17351905	agoraphobia	question
17356344	dementia	state
17363218	schizophrenia	suggest
17363277	schizophrenia	studies
17364271	kleptomania	concluded
17366353	catatonia	report
17366353	catatonia	been
17366354	depressive disorders	known
17367945	schizophrenia	appear
17370106	schizophrenia	studies
17372128	dementia	scale
17376600	schizophrenia	studies
1737707	schizophrenia	explained
17379482	schizophrenia	reflects
17380783	pica	report
17382405	schizophrenia	reported
17383818	schizophrenia	recognized
17383859	schizophrenia	been
17387520	delirium	correct
17398080	schizophrenia	show
17399900	schizophrenia	known
17401550	delirium	including
17403976	cocaine dependence	marked
17404117	schizophrenia	thought
17404704	delirium	indicating
17404704	delirium	see
17404704	delirium	adjusting
17405927	mood disorders	formed
17412427	schizophrenia	studies
17414548	dementia	scale
174221	dementia	report
1742321	alcohol intoxication	fed
17427242	schizophrenia	conclude
17433119	dementia	adjusted
17433628	schizophrenia	develop
17434455	schizophrenia	cause
17434756	dementia	using
17435392	narcolepsy	containing
17435461	schizophrenia	orders
17435662	dementia	expected
17436377	hypochondriasis	led
17439499	mood disorders	using
17442063	dementia	related
17442063	dementia	does
17445523	schizophrenia	suggested
17445907	schizophrenia	following
1744652	dementia	type
17446720	dementia	had
17448497	dementia	induce
17448497	dementia	copy
17448497	dementia	climbing
17448528	dementia	showed
17448541	schizophrenia	discussed
17448605	schizophrenia	working
17450409	delirium	points
17453265	dementia	state
17453265	dementia	identified
17453265	dementia	testing
17457889	schizophrenia	present
17460613	nicotine withdrawal	determine
17462743	schizophrenia	tended
17464546	schizophrenia	suggest
17464690	schizophrenia	related
17464717	schizophrenia	identify
17465978	dementia	implicated
17468047	chronic insomnia	sleep
17469682	dementia	act
17471287	schizophrenia	working
1747523	dementia	applying
17476682	schizophrenia	eat
17476682	schizophrenia	own
17479120	obstructive sleep apnoea	testing
17482797	schizophrenia	been
17485733	schizophrenia	direct
17487768	delirium	support
17487935	anorexia nervosa	ground
17487937	dementia	nurses
17488364	depressive disorders	develop
17489810	autism spectrum disorder	present
17492764	nicotine dependence	binding
17493187	delirium	taking
17498927	schizophrenia	received
17498928	schizophrenia	copy
17502808	schizophrenia	viewed
17503122	dementia	giving
17503974	schizophrenia	improved
17503979	schizophrenia	comes
17505468	schizophrenia	observed
17507880	schizophrenia	studies
17507881	dementia	mixed
17507910	schizophrenia	order
17508294	schizophrenia	led
17508298	schizophrenia	maintains
17509752	frontotemporal dementia	proved
17510630	dementia	impair
17510951	schizophrenia	ring
17513197	schizophrenia	show
17517079	delirium	used
17519508	cocaine withdrawal	growing
17520793	restless legs syndrome	cause
17521792	schizophrenia	explore
17526600	schizophrenia	cause
17531353	dementia	related
17532012	dementia	resting
1753242	dementia	type
17540541	schizophrenia	found
17543505	schizophrenia	followed
17544631	schizophrenia	indicate
17548780	dementia	appears
17551357	schizophrenia	living
17554663	schizophrenia	pointed
17558821	nicotine dependence	mean
17559877	schizophrenia	proposing
17560498	attention deficit hyperactivity disorder	tests
17560766	schizophrenia	mind
17561823	nicotine withdrawal	explore
17561823	nicotine withdrawal	induced
17562828	dementia	impaired
17562828	dementia	seen
17564828	schizophrenia	support
17567627	schizophrenia	considered
17568569	schizophrenia	samples
17572788	attention deficit hyperactivity disorder	test
17574388	schizophrenia	controls
17574388	schizophrenia	had
17578565	schizophrenia	implicate
17579497	nicotine dependence	scale
17579498	schizophrenia	cause
17581711	dementia	led
17584055	schizophrenia	studies
17585970	depressive disorders	implicated
17587598	schizophrenia	displayed
17588883	dissociative identity disorder	reviews
17590354	schizophrenia	reduced
17593150	attention deficit hyperactivity disorder	ground
17599358	obsessive-compulsive disorder	follow
1759956	bulimia nervosa	search
17599696	dementia	rains
17600622	narcolepsy	decreases
17602338	dementia	cut
17602762	dementia	identify
17603406	schizophrenia	ring
17605576	schizophrenia	explore
17606659	schizophrenia	increasing
17606661	schizophrenia	determine
17606661	schizophrenia	showed
17608875	dementia	led
17608886	delirium	develop
1760971	dementia	formed
17610390	schizophrenia	increases
17611066	frontotemporal dementia	provides
17616347	schizophrenia	ground
17617664	schizophrenia	present
17618027	schizophrenia	reduced
17618535	dementia	seen
17622475	adjustment disorder	increasing
17623397	personality disorder	having
17624647	mood disorders	studies
17624993	alcohol dependence	showed
17624993	alcohol dependence	induced
17626282	mood disorders	work
17629725	schizophrenia	considered
17630255	schizophrenia	achieving
17631280	schizophrenia	been
17634971	schizophrenia	order
17636738	schizophrenia	get
17638145	dementia	test
17639426	dementia	contributing
17644863	anorexia nervosa	develop
17645246	dementia	showing
17652599	schizophrenia	studies
17654413	bulimia nervosa	values
17654832	schizophrenia	considered
17659078	dementia	studies
17666495	schizophrenia	mean
17671869	schizophrenia	review
17671872	schizophrenia	types
17675922	alcohol withdrawal	known
17676402	schizophrenia	press
17676686	anorexia nervosa	suggests
17681834	nicotine dependence	quit
17689233	nicotine withdrawal	showed
17689500	schizophrenia	ground
17689500	schizophrenia	argue
17690748	alcohol intoxication	report
17690978	schizophrenia	obtained
17691076	schizophrenia	produce
17691329	mood disorders	studies
17692522	delirium	observed
17692720	nicotine dependence	cross
17697413	dementia	classified
17697483	nicotine dependence	scale
17698324	schizophrenia	containing
17698433	nicotine withdrawal	had
17701117	dementia	remained
17702990	schizophrenia	search
17703882	dementia	orders
17707869	schizophrenia	working
17716052	schizophrenia	related
17719205	schizophrenia	report
17723032	schizophrenia	corresponding
17764911	schizophrenia	presented
17764911	schizophrenia	water
17765479	schizophrenia	stem
17765480	schizophrenia	proposed
17767149	schizophrenia	lies
17768445	pica	report
17768445	pica	managed
17786406	schizophrenia	present
17786458	dementia	control
17786458	dementia	suggest
1779131	dementia	rains
17794395	rapid cycling	values
17803757	schizophrenia	been
17803757	schizophrenia	challenge
17805309	schizophrenia	include
1781968	dementia	appeared
1781976	dementia	met
17823650	schizophrenia	occurring
17823650	schizophrenia	begins
17845950	dementia	uses
17845950	dementia	nursing
17845950	dementia	stay
17846202	dementia	matter
17851192	dementia	proposed
17851324	schizophrenia	trust
17854919	schizophrenia	considered
17855046	dementia	used
17872395	mood disorders	impaired
17872395	mood disorders	related
17874295	dementia	test
17875036	hypochondriasis	showed
17880389	dementia	plays
17880399	schizophrenia	studied
17880399	schizophrenia	increased
17880399	schizophrenia	increased
17881518	schizophrenia	induced
17884328	social anxiety disorder	propose
17884347	schizophrenia	contrast
17884349	schizophrenia	studies
17884349	schizophrenia	using
17885256	dementia	increasing
17888804	depressive disorders	developed
17888812	delirium	turn
17890058	schizophrenia	reduced
17891261	schizophrenia	scale
17895915	schizophrenia	present
17898032	frontotemporal dementia	ground
17898202	schizophrenia	copy
17898202	schizophrenia	decreased
17898202	schizophrenia	finding
17899353	schizophrenia	add
17900866	schizophrenia	ground
17903066	schizophrenia	having
17904824	schizophrenia	decreased
17904824	schizophrenia	compared
17905522	schizophrenia	biting
17906336	schizophrenia	set
17907205	pica	had
17907205	pica	describe
17907205	pica	passed
17908002	obstructive sleep apnoea	come
1791296	schizophrenia	rains
17913347	pica	stem
17913347	pica	led
17913465	schizophrenia	consists
17913465	schizophrenia	identify
17917350	dementia	search
17920244	dementia	cause
17922892	narcolepsy	scale
17933495	schizophrenia	been
17938637	schizophrenia	order
17938639	attention deficit hyperactivity disorder	gain
17940750	schizophrenia	compare
17942280	schizophrenia	leading
17943086	narcolepsy	known
17945295	enuresis	rent
17950165	depressive disorders	used
17951014	mood disorders	reviewed
17952290	dementia	led
1795403	dementia	try
17958084	depressive disorders	orders
17959361	attention deficit hyperactivity disorder	reflect
17961984	schizophrenia	found
17961984	schizophrenia	indicate
17961988	schizophrenia	completed
17962598	dementia	ground
17964117	schizophrenia	studies
17964761	schizophrenia	suffering
17965033	delirium	reports
17966952	delirium	tended
17967921	autism spectrum disorder	order
17969346	dementia	consisted
17976879	obsessive-compulsive disorder	conducted
17977901	neurodevelopmental disorders	tests
17981387	dementia	fulfilling
17982582	opioid dependence	stem
17983288	bulimia nervosa	show
17984392	schizophrenia	changes
17984777	schizophrenia	indicate
17987058	schizophrenia	control
17988362	mood disorders	sample
17988893	dementia	point
17989288	rapid cycling	show
17998444	dementia	show
18000153	delirium	had
18001771	schizophrenia	matter
18001841	mood disorders	meeting
18002406	dementia	cause
18003839	obsessive-compulsive disorder	order
18004945	attention deficit hyperactivity disorder	impaired
18005495	schizophrenia	show
18006953	dementia	include
18007092	dementia	improved
18019044	schizophrenia	ground
18021267	pica	led
18021267	pica	ring
18021267	pica	formed
18024170	restless legs syndrome	ground
18026959	pica	noticed
18029027	schizoaffective disorder	ground
18033238	schizophrenia	impaired
18034624	schizophrenia	reported
18035242	dementia	had
1803793	dementia	admitted
18041072	mood disorders	orders
18042994	dementia	ground
18044203	schizophrenia	studies
18048104	schizophrenia	observed
18048105	dementia	detected
18048105	dementia	support
18054397	panic disorder	understanding
18055925	schizophrenia	speed
18055926	schizophrenia	had
18055957	schizophrenia	rising
18056239	anorexia nervosa	building
18057429	dementia	follows
18057429	dementia	nursing
180589	dementia	appeared
18059441	panic disorder	stress
18063409	dementia	measures
18070852	schizophrenia	been
18070852	schizophrenia	received
18071036	dementia	explore
18071039	dementia	come
18077695	schizophrenia	been
18077695	schizophrenia	shape
18077695	schizophrenia	derived
18077695	schizophrenia	control
18077695	schizophrenia	displayed
18077695	schizophrenia	presents
18078707	schizophrenia	plays
18081634	schizophrenia	thought
18083013	schizoaffective disorder	order
18085024	factitious disorders	orders
18088378	dementia	infected
18090463	schizoaffective disorder	report
18091226	obsessive-compulsive disorder	placed
18091226	obsessive-compulsive disorder	lead
18091238	pica	arise
18094668	schizophrenia	studied
18096406	schizophrenia	eat
1810629	dementia	present
18154490	dementia	speed
18155679	schizophrenia	using
18162023	personality disorder	known
18164074	schizophrenia	reduced
18164085	schizophrenia	lie
18167416	adjustment disorder	had
18167420	obsessive-compulsive disorder	order
18171311	depressive disorders	take
18176077	frontotemporal dementia	ground
18176077	dementia	applied
18177946	schizophrenia	tested
18178068	alcohol dependence	promise
18180336	obsessive-compulsive disorder	matter
18184757	pica	produced
18185029	schizophrenia	damage
18189278	pica	arose
18189278	pica	understanding
18190366	anorexia nervosa	initiates
18191103	panic disorder	order
18191109	schizophrenia	samples
18191545	schizophrenia	observed
18191906	schizophrenia	used
18193072	schizophrenia	appears
18196180	schizophrenia	increase
18198267	anorexia nervosa	crossed
18203698	schizophrenia	try
18203698	schizophrenia	decreased
18204247	dementia	test
18204247	dementia	develop
18204414	dementia	studies
18206188	dementia	beginning
18207134	neurodevelopmental disorders	ground
18210807	dementia	ache
18210807	dementia	ache
18210807	frontotemporal dementia	ache
18210808	schizophrenia	propose
18210831	dementia	regarded
18210849	dementia	changes
18211909	adjustment disorder	mean
18212395	dementia	went
18216465	dementia	mean
18216465	dementia	compared
18216774	schizophrenia	control
1821705	dementia	determined
18218293	schizophrenia	point
18219254	dementia	present
18219254	dementia	conclude
18221196	schizophrenia	had
18222069	schizophrenia	ring
18222544	schizophrenia	building
18222544	schizophrenia	drive
18222544	cocaine dependence	found
18222652	schizophrenia	win
18226506	schizophrenia	suggest
18229882	dementia	increase
18229882	dementia	provide
18234476	schizophrenia	showed
18242957	schizophrenia	been
